"comment","user_id"
"jhope owns the stages. hes awesome 👍🏻❤️❤️","787"
"HOBI!!!!! WOW!!!! OMG!!!!!!!!!!!","785"
"Te amooooooo jhope 💜🐁💜","389"
"""호비 제대로 평가해주세요 춤","24"
"J hopeeeeeeeeeeeee","919"
"Jung Hoseok 🔥🔥🔥 Luv u❤","686"
"""JHope","667"
"""Wow JHopeeee 💜 amo como bailas","488"
"He's dancing with his soul ~A KING👑","724"
"역시  호석은 역대급  춤실력  누구도 넘볼수 없는  넘사벽~~","297"
"""Cuando J-Hope baila","357"
"It’s a treat to watch j-hope perform","222"
"""Awesome","729"
"""JHOPE","207"
"Непревзойденно! Просто глаз не отвести!","299"
"""Jhoooope","775"
"Omg I love you jhopeeeeeeee😍😍😍😍😍😍","519"
"👏👏👏👏👏❤️ J hope  🥳","600"
"빅히트 !!! 우리호비 분량 늘려줭 ❤️❤️❤️","31"
"He is the best!!!! Awesome!","286"
"Pleasure to watch. Thank you","323"
"""You did it again","168"
"미소 뛰우면서 춤의 고수 제이홉 신도 옆으로 비켜갈 것 같네요.❤💖💖👏👏👏","937"
"The most needed compilation to me💚🔥. Thanks👏😁","682"
"""난 요즘 울 호석이가 넘넘 자랑스럽다~~♡♡ 혼자 이슈가 되는 것을 좋아하지는 않지만","539"
"제이홉은 비트 쪼개는 게 아주 죽여줌 강약 확실 물 흐르는 듯한 연결 동작","289"
"""ESTE es el estilo de J Hope","742"
"정호석 너무 열심히 노력하고 잘해요.","482"
"""great","315"
"정말 제이홉은..다시 없을 천재..ㅠㅠ","679"
"잘난 제이홉♡","577"
"호비 너무 좋다. 호비 보면 행복해져요. 어쩜 제가 좋아하는 무대를 쏙쏙. 감사^^","339"
"호석이 분량 까먹는 빅힛 반성해야","23"
"Спасибо за лучшее видео","215"
"새해 선물을 주셨네요 감사합니다.🙏","420"
"That's great","49"
"ego 안무 영상 찍어줫으면 좋겠다.... 제발....","433"
"#제이홉 #방탄소년단제이홉 #JHOPE J-HOPE #BTSJHOPE","163"
"""i see jin and jimin","477"
"Jinmin the cutest and funniest duo.","581"
"""Jinmin is a very beautiful shipp","128"
"""6:46 When Jimin became a baby","213"
"They are close. You tease someone close 😊","200"
"Jiinmin best💓🔥💜","350"
"""JIN 'S BIAS = JIMIN JIMIN 'S BIAS = JIN ","17"
"I love jinmin so much ❤️😂😂","584"
"The softest duo xD","892"
"Love JINMIN Love BTS","26"
"Still now i laugh my ass ok at this part.....3:44","982"
"""Jin is always happy","975"
"OMGee the flashback is so funny","181"
"진의 이런 장난꾸러기 모먼트 너무 좋아^^","761"
"And jk tease jin  N this saga goes on😹","956"
"Jimin is simply love💜💜💜💜","450"
"JinMin is My favorite friendship 4ever 💜","984"
"I love jinmin💜💜💜💜💜","526"
"Jimin is so cute","367"
"""Great video! The captions were so funny","248"
"6:45 😭jimin's voice is very cute","407"
"jinmin😪❤️","688"
"Aww our www and Jimincii mouchi😘","68"
"MY JINMIN 😭😭","305"
"ah jinmin my serotonin boosters","672"
"와 이부분 영상짤 모음 보고싶어서 검색해보니 딱 있네요 신기해요 잘보고있습니당","862"
"love this duo 🤣","112"
"Jin❤️Jimin❤️❤️❤️❤️❤️❤️❤️❤️❤️","80"
"They're the funniest..fight me😂😂😂","857"
"I love all the shipped...😁😁","162"
"Time wow cute HAHAHA 😂😂😂","354"
"2:02    Jin noooo 😭😭😭😭","412"
"ah yes. perfect video thank u","587"
"Name a more iconic duo I dare y’all😌💅🏻","280"
"1:00 look at jimin's small hand","624"
"4:42 My favourite 💜💜💜😍😍😍😍","501"
"PART 2 plisss❤️","729"
"1:33","312"
"I really can't stop laughing","394"
"👏👏👏👏😂","471"
"Jimin in thumbnail - that is an aaccident","119"
"Let’s study Korean for BTS in 2021!!","686"
"""I have a interesting Business Inquiry for you","6"
"Luv u bts yr","968"
"""Seriously","460"
"funniest duo","803"
"Devia ter tradução","852"
"3:36 where is it from?","41"
"I luv all seven","428"
"Can you tell where I can see 2:50","341"
"In minute 5.02 its where?","489"
"In minute 5.10 its where?","500"
"Nice 😂😂😂😂😂","839"
"where can i watch this 4:19 ?","834"
"i love your vid","674"
"Love you","47"
" SEVENTEEN","765"
" SEVENTEEN","359"
" SEVENTEEN","559"
" SEVENTEEN","384"
" SEVENTEEN","271"
" SEVENTEEN","507"
" SEVENTEEN","198"
" SEVENTEEN","516"
" SEVENTEEN","588"
" SEVENTEEN","475"
" SEVENTEEN","370"
" SEVENTEEN","499"
" SEVENTEEN","694"
" SEVENTEEN","997"
" SEVENTEEN","71"
" SEVENTEEN","161"
" SEVENTEEN","387"
" SEVENTEEN","452"
" SEVENTEEN","310"
" SEVENTEEN","372"
" SEVENTEEN","1"
" SEVENTEEN","338"
" SEVENTEEN","369"
" SEVENTEEN","673"
" SEVENTEEN","646"
" SEVENTEEN","211"
" SEVENTEEN","196"
" SEVENTEEN","266"
" SEVENTEEN","564"
" SEVENTEEN","706"
" SEVENTEEN","634"
" SEVENTEEN","715"
" SEVENTEEN","815"
" SEVENTEEN","934"
" SEVENTEEN","828"
" SEVENTEEN","867"
" SEVENTEEN","339"
" SEVENTEEN","367"
"""When you see the fan cam of this","348"
"""Oh","573"
"""That is Jimin","22"
"42:17 oh they hosted  MMA on their concert 😂","726"
"""J-Hope's solo stage that used the dance crew and","12"
"""""""I dont know what they are singing","730"
"""Hi Emeroy","551"
"I'm pretty sure he is in love with Hobi's smile.","269"
"""Yes","82"
"YOU TOTALLY SHOULD TO THE MAMA 2019. IT WAS GREAT","187"
"""This is just the best","235"
"""People can say everything they want about BTS ","562"
"Congratulations on hitting your goal Em!","132"
"""I love when Jimin does his contemporary dance","15"
"""You should check out the rehearsal for mma2019","760"
"They are also singing Live while dancing 🕺.  💜","963"
"""Yeah you're right","841"
"""BTS are amazing and their songs","866"
"""Great reaction","86"
"Please check Taemin's performance in MAMA2020","768"
"""Yeah","224"
"their early songs hit so hard!!! so angsty!!","349"
"J-Hope's stage presence is always captivating","542"
"""Personally","387"
"""ME: gonna watch this video in 2 parts","24"
"Oooo Kpop kings😍😍😍😍😍","576"
"Nice  edition 😁👍 💜 BTS","736"
"💜","121"
"💜💜💜💜","144"
"💜","252"
"😍","729"
"What is song name?💜☺","438"
"💜💜💜💜💜💜💜💜","785"
"💜💜💜💜","486"
"😍","415"
"💜💜💜😘😘","106"
"💜💜💜💜💜💜💜💜💜💜💜💜","1"
"I love it","832"
"Song name is run free","407"
"pls tell me the song name","358"
"Can u tell me the song name","454"
"This song full name","365"
"Song ?","928"
"Sng nme","800"
"""5:59 Nadie se reciste al mm","749"
"""Ahora debes escuchar Blue & Grey","588"
"""Recomiendo mucho que escuches Black Swan","362"
"""Sere sincera. Vine por la reacción a la canción","669"
"Análisis de Fake love de bts porfavor","211"
"""Fake love de bts","180"
"¿10 días? Y yo que soy bien desesperada. 🤡","128"
"""Escucha House Of Cards(en vivo","371"
"""Algo para destacar es que Jungkook","647"
"Cómo que el 2 de enero? Quedé payasa como siempre","293"
"""AMO COMO EL REACCIONA","446"
"""Mas análisis de BTS","582"
"""Bts = variedad","330"
"La canción tiene subtitulos en español....","611"
"""Bendiciones","580"
"""Me encantan todos tus reacciones y análisis ","468"
"""ESTA CANCIÓN ES COMO UNA MEDICINA PARA ALIVIAR","621"
"""Hola !!! Buenasss ","568"
"""Esperare los 10 días","214"
"""Reacciona a fake love tambien","390"
"""Lol que bueno que apenas descubrí tu canal","791"
"porfa reacciona a “Blue & Grey” es hermosaa :3","395"
"""Merece más apoyo del que tiene","195"
"La voz de Jimin... Inconfundible jajaja","171"
"El falsete son los agudazos de Jimin <3","446"
"La voz de jimin es la más aguda 🥺🥺🥺","607"
"""AHORA TENES QUE REACCIONAR A BLUE AND GREY","417"
"Canción 1 en billboard hot 100 ( en coreano)","468"
"""Por favor reacciona a Your eyes tell","212"
"""Jimin es el que hace esas notas tan agudas","349"
"""Aparte de los bailes","699"
"Es que Jimin así de aguda tiene su voz","842"
"""Esta canción nos da esperanzas","569"
"""Hola soy nueva ame tus reacciones","65"
"""Ponle subtitulos","397"
"02:47 life goes on tiene subtítulo en español :>","959"
"""Siempre le atinas a JungKook!!!   Fede","865"
"""The definition of perfect💙💙 Btw","826"
"BEAUTIFUL. PERFECT. LOVE IT 💜","63"
"이런 춤 잘 추는 사람은 또 처음보네","800"
"세렌디피티를 완벽하게 하는건 0100님이 첨입니다","843"
"Really loved it💜💜","668"
"폰 알림 보자마자 달려왔어요!! 힘조절 쩐다ㅠㅠ❤️","408"
"멋지당","126"
"댓글 안다는데...이새벽에 계속 보게되네요~강약조절이 예술입니다! 성공하시겠어요^^","352"
"너무 잘추셔요","630"
"월드메르디앙.. 한국인 인건 확실하고... 누구세요?","794"
"❤❤❤❤❤❤","8"
"""It was really nice🥰 ","514"
"😍😍🙃","362"
"""JUNGKOOK is not trying to be Handsome","151"
"""he keeps calling namjoon """"rapmon hyung"""" 🥺""","908"
"""Actor of the year """"Jeon Jungkook""""""","6"
"He is hardworking and dedicated","528"
"""Instead of just saying he is cute","993"
"Anyone after jungkook's blond hair 🤩🤩","511"
"""JUNGKOOK no está tratando de ser guapo","830"
"""realmente aprecio mucho el trabajo de los chicos","119"
"He's so cute🐰","822"
"""Jk the cutest","785"
"""Koo is such a talented person","134"
"Jungkook it's perfect","524"
"Missing you Jungkookie","792"
"""JUNGKOOK is not trying to be Handsome","931"
"He looks so much like Yoongi at 1:28 !","668"
"""- O Jk todo fofinho cochilando","102"
"""Jungkook need to be I a k-drama","548"
"""His work ethic","784"
"Who's here when JK's blonde!!","127"
"""He went to the ambulance immediately","754"
"""잘생긴 미친 미모","77"
"Jungkook trabalhando duro","529"
"""Jungkook es una persona de ejemplo a seguir","235"
"""“You need to feel the cold","172"
"I feel bad that jk went in cold water for us","906"
"""“YOU NEED TO FEEL THE COLD","15"
"we stan a hardworking king","817"
"Jungkook is beautiful 💕🍃","695"
"""Even in his coldness","886"
"""Eita","911"
"Jungkook looks like a baby i cry","55"
"OUR MAIN VOCALIST JUNGKOOK 💙","403"
"황금 막내 정국이 아미를 위해 최선을 다하는 모습을보세요. ❤❤❤❤","985"
"Jungkook sé debe haber congelado :(  Pobre..","173"
"No one: Jk: Rapmon Hyung","344"
"i'm in love with a man who's acting pro.","240"
"""Te amo Jungkook ❤️😍❤️ eres tierno","635"
"*And the oscar goes to Jean Jungkook*","482"
"People: RM Army: Namjoon Jungkook: Rapmon hyung","656"
"O JK correndo e um jeep seguindo kkkkkkkkkkk","176"
"Sensitive Kook","690"
"Awww junkook my cute bunny","807"
"Jungkook is so pretty","854"
"""Moa","491"
"아 진짜 이건 윌벤영상인데 뭐 방탄이랑txt 에대해 싸우고 그러나..","616"
"벤 똑부지러지게 말 잘한다","88"
"저 의상은 어디서 산거야ㅋㅋㅋ귀여워♡","679"
"Perfect performance","449"
"""i hate kbs","500"
"알엠 파트 자리로 가있는거 넘 귀여움ㅋㅋㅋㅋㅋㅋㅋㅋㅋ","117"
"""Kbs does not deserve Soobin as MC","45"
"우리 벤..태태가 최에구나...💜 와 윌벤저스 성덕..","578"
"2:53 픽쳐~ 시퍼~ 너무 귀여어","309"
"사랑스런 아가 벤틀리 😍","344"
"슈돌에서 느끼는게 역시 연예인 아들 딸들은 부럽다...","773"
"벤틀리가 형아들 앞장서서 가고 대장이네❣","161"
"""This is absolutely disrespectful and as a MOA","155"
"우왕 윌벤 귀욤💜💜","386"
"울벤🐥 쿨하게 나갔다하고 가는거봐 진챠 귀여워😭❤","987"
"""ㄴ","726"
"""As a Moa","257"
"난 둘애기만 보고 채널휙.. 아가들 형아들 처럼 잘자라렴💕💕💕💕","266"
"투바투라도 출연 시켜줘서 고맙습니다.","715"
"""i honestly hate what kbs did","711"
"귀여워 주금","701"
"""Su nombre es✨ TOMORROW X  TOGETHER✨","258"
"아니 한국어 댓이 왜 이렇게 없어..화날라 하네","99"
"이거보구 연준님한테 입덕.......애기들을 저렇게 좋아해쥬다니ㅠㅠㅠ","283"
"윌벤 귀여워ㅋㅋㅋㅋㅋㅋㅋㅋ","941"
"윌벤 귀여워ㅠ","992"
"아 너무 귀여워 어카지 웰벤져슼ㅋㅋㅋㅋ","555"
"연예인 앞에서 춤 춘다는게 어디야?  이미 성공한 인생이다 우리 윌벤저스^^","203"
"""ㄴㄴ","270"
"""People are talking about respectful and all","354"
"""If Taehyung met them","323"
"Please give TXT the recognition they deserve.","849"
"아 진짜 개부럽다.. 나도 연습실이라도 가보고싶다","16"
"""THEY ARE TXT","540"
"""This is so disappointing.I feel bad for the kids","925"
"""TXT is already 2 years on their career","690"
"""Aigoo.. Thanks willben","73"
"""Damm","325"
"だいぶカットしてますがオットケセンガッケとアジックドヨジョニはもっとしつこかったです😂😇w","497"
"マンネlineは元からうるさいって思ってたけど、これで確信しました。完全にヒョン達から学んだんだと","324"
"置いていかれるアミ一同","755"
"1:01 韓国のすずめ特殊な鳴き方してて草‪w‪w","666"
"バンタン1のインテリコンビのはずが、こんなIQ低めの放送になるとはw","19"
"友達同士でたまに変なツボ入って笑い止まらんくなる時あるよねwww","506"
"前半ちょいちょい出てきたユンギの肌が綺麗すぎて女子やめたくなった","932"
"唯一の大卒＋IQ.148＝そこらの騒がしい幼稚園","817"
"ナムさん結構ガタイがいいはずなのに肩幅さんと一緒にいるから華奢に見えるマジックにかかった","509"
"5:05 全細胞が君を求めてる ってなんかホラーなんだけどwww もはやバラードww","460"
"ナムジュン氏すっぴんイケメンすぎね？？？？","285"
"2人揃うと一家の大黒柱の様な安定感というか、安心感がある。","992"
"7:35ナム｢麺は大丈夫｣ジン｢麺は太らない｣ 私｢いやガッツリ炭水化物じゃん‪w‪w‪｣","978"
"男同士でこういうくだらない話しかしないのは俺たちと変わらないんだなwwwwwwww","356"
"5:01 DNA  6:15 認める涙","445"
"頭がいい2人なのに会話がの中身がすっからかんすぎて超面白いし超可愛い😂😂🥺","234"
"8:21 んーんー！なむさんかわい","643"
"ツッコミ不在すぎて、armyが画面に向かってツッコむことになる現象","66"
"8:30ここで なんかわからんけど 笑いつられた方いません？ww","441"
"このVLIVE好きすぎるwwww 長男＆リーダーの組み合わせ…… ちゃんとしてるはずなのに！w","52"
"この動画を皮切りにBTS見る手が止まらないのでどうにかして欲しい🥲","882"
"地味にこのブイラ、神回","602"
"DNAの没のサビもう覚えてしまったwww","588"
"ジンくん、この頃もしんどかったりしてたのかな? 素を出せるメンバー達がいて良かったなぁ〜","712"
"6:30 ナムリンの笑い方、癖強いなw","340"
"7:24いやソクジン肩幅よ爆笑爆笑爆笑","720"
"ナムさんが弟感出るの萌える","252"
"1:01 ジンくんの鳥の鳴き声にツボってここから進まない笑","533"
"袖で拭くのテテにやられてたよねwww","134"
"ユンギが居ないとこでユンギいじるの好きwww","686"
"6:56テテと同じことしてるwww","20"
"ナムジュンの弟感がたまらなく可愛くてしんどい❣","480"
"ジンくんと居る時はしっかり弟なナム🥺","627"
"この回は何度見ても飽きないww","227"
"1番しっかりするべき2人が 1番狂ってしまった","75"
"5:00DNAが｢僕の全細胞が君を求めてるんだ｣じゃなくてほんとによかった…","738"
"ナムジンは最高なんだな😇 ボケとボケ同士でツッコミおらんから余計面白い笑笑","629"
"9:29 最速のフラグ回収wwwwww","269"
"5:00 DNAこれじゃなくてよかった","594"
"5:24 吹いたwwwwww","739"
